AGI code	Annotation
AT2G37430	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT2G37520	 DNA binding / protein binding / zinc ion binding [Arabidopsis thaliana] 
AT2G37550	 ASP1 (PDE1 SUPPRESSOR 1); DNA binding [Arabidopsis thaliana] 
AT2G37580	" protein binding / transferase, transferring glycosyl groups / zinc ion binding [Arabidopsis thaliana] "
AT2G37590	 DNA binding / transcription factor [Arabidopsis thaliana] 
AT2G37740	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT2G37780	 unknown protein [Arabidopsis thaliana] 
AT2G37800	 protein binding / zinc ion binding [Arabidopsis thaliana] 
AT2G37810	 unknown protein [Arabidopsis thaliana] 
AT2G37820	 unknown protein [Arabidopsis thaliana] 
AT2G37950	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT2G38000	 unknown protein [Arabidopsis thaliana] 
AT2G38185	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT2G38280	 FAC1 (EMBRYONIC FACTOR1); AMP deaminase [Arabidopsis thaliana] 
AT2G38470	 WRKY33; transcription factor [Arabidopsis thaliana] 
AT2G38560	 DNA binding / transcription factor [Arabidopsis thaliana] 
AT2G38920	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT2G38950	 transcription factor [Arabidopsis thaliana] 
AT2G38970	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT2G39100	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT2G39450	 cation transporter [Arabidopsis thaliana] 
AT2G39720	 RHC2A; protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT2G39810	 HOS1 [Arabidopsis thaliana] 
AT2G39840	 TOPP4; protein phosphatase type 1 [Arabidopsis thaliana] 
AT2G39900	 zinc ion binding [Arabidopsis thaliana] 
AT2G40030	 NRPD1b; DNA binding / DNA-directed RNA polymerase [Arabidopsis thaliana] 
AT2G40050	 protein binding / zinc ion binding [Arabidopsis thaliana] 
AT2G40110	 unknown protein [Arabidopsis thaliana] 
AT2G40140	 transcription factor [Arabidopsis thaliana] 
AT2G40770	 ATP binding / ATP-dependent helicase/ DNA binding / helicase/ nucleic acid binding / protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT2G40830	 RHC1A; protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT2G40990	 metal ion binding [Arabidopsis thaliana] 
AT2G41590	 unknown protein [Arabidopsis thaliana] 
AT2G41630	 TFIIB (TRANSCRIPTION FACTOR II B); RNA polymerase II transcription factor/ transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT2G41700	" ATPase, coupled to transmembrane movement of substances / amino acid permease [Arabidopsis thaliana] "
AT2G41790	 metalloendopeptidase [Arabidopsis thaliana] 
AT2G41835	 nucleic acid binding / zinc ion binding [Arabidopsis thaliana] 
AT2G41900	 nucleic acid binding / transcription factor [Arabidopsis thaliana] 
AT2G41940	 ZFP8 (ZINC FINGER PROTEIN 8); nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT2G41980	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT2G42030	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT2G42060	 unknown protein [Arabidopsis thaliana] 
AT2G42160	 catalytic/ ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT2G42200	 transcription factor [Arabidopsis thaliana] 
AT2G42350	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT2G42360	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT2G42410	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT2G42500	 PP2A-4; hydrolase/ protein phosphatase type 2A/ protein serine/threonine phosphatase [Arabidopsis thaliana] 
AT2G42810	 PP5; phosphoprotein phosphatase/ protein binding [Arabidopsis thaliana] 
AT2G43220	 protein binding / zinc ion binding [Arabidopsis thaliana] 
AT2G43430	 GLX2-1 (GLYOXALASE 2-1); hydroxyacylglutathione hydrolase [Arabidopsis thaliana] 
AT2G44180	 MAP2A (METHIONINE AMINOPEPTIDASE 2A); methionyl aminopeptidase [Arabidopsis thaliana] 
AT2G44330	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT2G44370	 unknown protein [Arabidopsis thaliana] 
AT2G44380	 unknown protein [Arabidopsis thaliana] 
AT2G44390	 unknown protein [Arabidopsis thaliana] 
AT2G44400	 unknown protein [Arabidopsis thaliana] 
AT2G44410	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT2G44680	 protein kinase CK2 regulator [Arabidopsis thaliana] 
AT2G44745	 transcription factor [Arabidopsis thaliana] 
AT2G44950	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT2G45040	 metalloendopeptidase/ metallopeptidase/ zinc ion binding [Arabidopsis thaliana] 
AT2G45050	 transcription factor [Arabidopsis thaliana] 
AT2G45120	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT2G45135	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT2G45240	 MAP1A (METHIONINE AMINOPEPTIDASE 1A); methionyl aminopeptidase [Arabidopsis thaliana] 
AT2G45530	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT2G45710	 structural constituent of ribosome [Arabidopsis thaliana] 
AT2G45800	 zinc ion binding [Arabidopsis thaliana] 
AT2G46130	 WRKY43; transcription factor [Arabidopsis thaliana] 
AT2G46160	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT2G46495	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT2G46590	 DAG2 (DOF AFFECTING GERMINATION 2); DNA binding / transcription factor [Arabidopsis thaliana] 
AT2G46800	 ZAT1; zinc ion transporter [Arabidopsis thaliana] 
AT2G46880	 hydrolase/ protein serine/threonine phosphatase [Arabidopsis thaliana] 
AT2G47070	 SPL1 (SQUAMOSA PROMOTER BINDING PROTEIN-LIKE 1); DNA binding / transcription factor [Arabidopsis thaliana] 
AT2G47090	 nucleic acid binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT2G47110	 UBQ6; protein binding [Arabidopsis thaliana] 
AT2G47260	 WRKY23; transcription factor [Arabidopsis thaliana] 
AT2G47400	 CP12-1 [Arabidopsis thaliana] 
AT2G47560	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT2G47680	 ATP binding / ATP-dependent helicase/ helicase/ nucleic acid binding [Arabidopsis thaliana] 
AT2G47700	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT2G47830	 cation transporter/ efflux permease [Arabidopsis thaliana] 
AT2G47850	 nucleic acid binding [Arabidopsis thaliana] 
AT2G48100	 exonuclease/ nucleic acid binding / zinc ion binding [Arabidopsis thaliana] 
AT3G01080	 WRKY58; transcription factor [Arabidopsis thaliana] 
AT3G01460	 MBD9; DNA binding [Arabidopsis thaliana] 
AT3G01500	 CA1 (CARBONIC ANHYDRASE 1); carbonate dehydratase/ zinc ion binding [Arabidopsis thaliana] 
AT3G01850	 ribulose-phosphate 3-epimerase [Arabidopsis thaliana] 
AT3G01970	 WRKY45; transcription factor [Arabidopsis thaliana] 
AT3G02065	 ATP binding / ATP-dependent helicase/ helicase/ nucleic acid binding [Arabidopsis thaliana] 
AT3G02090	 MPPBETA; metalloendopeptidase [Arabidopsis thaliana] 
AT3G02260	 BIG (DARK OVER-EXPRESSION OF CAB 1); ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G02290	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G02340	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G02570	 mannose-6-phosphate isomerase/ zinc ion binding [Arabidopsis thaliana] 
AT3G02790	 transcription factor [Arabidopsis thaliana] 
AT3G02820	 nucleic acid binding [Arabidopsis thaliana] 
AT3G02830	 ZFN1 (ZINC FINGER PROTEIN 1); nucleic acid binding [Arabidopsis thaliana] 
AT3G02875	 ILR1 (IAA-LEUCINE RESISTANT 1); metallopeptidase [Arabidopsis thaliana] 
AT3G02890	 protein binding / zinc ion binding [Arabidopsis thaliana] 
AT3G03050	" CSLD3 (CELLULOSE SYNTHASE-LIKE 3); cellulose synthase/ transferase, transferring glycosyl groups [Arabidopsis thaliana] "
AT3G03080	 oxidoreductase/ zinc ion binding [Arabidopsis thaliana] 
AT3G03305	 hydrolase/ protein serine/threonine phosphatase [Arabidopsis thaliana] 
AT3G03550	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G03750	 histone-lysine N-methyltransferase/ zinc ion binding [Arabidopsis thaliana] 
AT3G03780	 5-methyltetrahydropteroyltriglutamate-homocysteine S-methyltransferase [Arabidopsis thaliana] 
AT3G04110	 GLR1 (GLUTAMATE RECEPTOR 1) [Arabidopsis thaliana] 
AT3G04380	 histone-lysine N-methyltransferase/ zinc ion binding [Arabidopsis thaliana] 
AT3G04670	 WRKY39; transcription factor [Arabidopsis thaliana] 
AT3G04970	 metal ion binding [Arabidopsis thaliana] 
AT3G04980	 heat shock protein binding / unfolded protein binding [Arabidopsis thaliana] 
AT3G05200	 ATL6; protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G05250	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G05300	 hydrolase/ zinc ion binding [Arabidopsis thaliana] 
AT3G05350	 aminopeptidase/ metalloexopeptidase [Arabidopsis thaliana] 
AT3G05545	 DNA binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G05580	 protein phosphatase type 1/ protein serine/threonine phosphatase [Arabidopsis thaliana] 
AT3G05670	 DNA binding / protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G05870	 APC11; protein binding / zinc ion binding [Arabidopsis thaliana] 
AT3G06140	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G06250	 unknown protein [Arabidopsis thaliana] 
AT3G06330	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G06340	 heat shock protein binding / unfolded protein binding [Arabidopsis thaliana] 
AT3G06410	 nucleic acid binding [Arabidopsis thaliana] 
AT3G06740	 transcription factor [Arabidopsis thaliana] 
AT3G06990	 protein binding / zinc ion binding [Arabidopsis thaliana] 
AT3G07000	 protein binding / zinc ion binding [Arabidopsis thaliana] 
AT3G07120	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G07130	 hydrolase/ protein serine/threonine phosphatase [Arabidopsis thaliana] 
AT3G07200	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G07270	 GTP cyclohydrolase I [Arabidopsis thaliana] 
AT3G07520	 ATGLR1.4 [Arabidopsis thaliana] 
AT3G07740	 ADA2A; DNA binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT3G07780	 protein binding / zinc ion binding [Arabidopsis thaliana] 
AT3G07800	 ATP binding / thymidine kinase [Arabidopsis thaliana] 
AT3G07940	 unknown protein [Arabidopsis thaliana] 
AT3G08505	 nucleic acid binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G08650	 metal ion transporter [Arabidopsis thaliana] 
AT3G08990	 unknown protein [Arabidopsis thaliana] 
AT3G09290	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT3G09320	 metal ion binding [Arabidopsis thaliana] 
AT3G09760	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G09770	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G09960	 hydrolase/ protein serine/threonine phosphatase [Arabidopsis thaliana] 
AT3G09970	 hydrolase/ protein serine/threonine phosphatase [Arabidopsis thaliana] 
AT3G10150	 hydrolase/ protein serine/threonine phosphatase [Arabidopsis thaliana] 
AT3G10330	 RNA polymerase II transcription factor/ transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT3G10400	 RNA binding / nucleic acid binding [Arabidopsis thaliana] 
AT3G10470	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT3G10815	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G10850	 GLX2-2 (GLYOXALASE 2-2); hydroxyacylglutathione hydrolase [Arabidopsis thaliana] 
AT3G10910	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G10950	 structural constituent of ribosome [Arabidopsis thaliana] 
AT3G11110	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G11200	 DNA binding / protein binding / zinc ion binding [Arabidopsis thaliana] 
AT3G11230	 unknown protein [Arabidopsis thaliana] 
AT3G11370	 unknown protein [Arabidopsis thaliana] 
AT3G11385	 unknown protein [Arabidopsis thaliana] 
AT3G11390	 unknown protein [Arabidopsis thaliana] 
AT3G11402	 unknown protein [Arabidopsis thaliana] 
AT3G12100	 cation transporter/ efflux permease [Arabidopsis thaliana] 
AT3G12130	 nucleic acid binding / transcription factor [Arabidopsis thaliana] 
AT3G12550	 unknown protein [Arabidopsis thaliana] 
AT3G12630	 DNA binding / zinc ion binding [Arabidopsis thaliana] 
AT3G12680	 HUA1 (ENHANCER OF AG-4 1) [Arabidopsis thaliana] 
AT3G12710	 DNA-3-methyladenine glycosylase I [Arabidopsis thaliana] 
AT3G12750	" ZIP1 (ZRT, IRT-LIKE PROTEIN); zinc ion transporter [Arabidopsis thaliana] "
AT3G12920	 unknown protein [Arabidopsis thaliana] 
AT3G12980	 histone acetyltransferase/ protein binding / transcription cofactor/ zinc ion binding [Arabidopsis thaliana] 
AT3G13228	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G13430	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G13590	 protein binding / zinc ion binding [Arabidopsis thaliana] 
AT3G13672	 unknown protein [Arabidopsis thaliana] 
AT3G13760	 protein binding / zinc ion binding [Arabidopsis thaliana] 
AT3G13800	 catalytic [Arabidopsis thaliana] 
AT3G13810	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT3G14270	 1-phosphatidylinositol-4-phosphate 5-kinase/ ATP binding / protein binding / zinc ion binding [Arabidopsis thaliana] 
AT3G14320	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G14400	 UBP25 (UBIQUITIN-SPECIFIC PROTEASE 25); cysteine-type endopeptidase/ ubiquitin thiolesterase/ ubiquitin-specific protease [Arabidopsis thaliana] 
AT3G14740	 protein binding / zinc ion binding [Arabidopsis thaliana] 
AT3G14890	 DNA binding / catalytic [Arabidopsis thaliana] 
AT3G14970	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G14980	 DNA binding / N-acetyltransferase/ protein binding / zinc ion binding [Arabidopsis thaliana] 
AT3G15070	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G15270	 SPL5 (SQUAMOSA PROMOTER BINDING PROTEIN-LIKE 5); DNA binding / transcription factor [Arabidopsis thaliana] 
AT3G15680	 binding [Arabidopsis thaliana] 
AT3G15740	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G16080	 structural constituent of ribosome [Arabidopsis thaliana] 
AT3G16090	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G16350	 DNA binding / transcription factor [Arabidopsis thaliana] 
AT3G16600	 ATP binding / ATP-dependent helicase/ DNA binding / helicase/ nucleic acid binding / protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G16720	 ATL2; protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G16870	 transcription factor [Arabidopsis thaliana] 
AT3G16980	 DNA binding / DNA-directed RNA polymerase/ transcription factor [Arabidopsis thaliana] 
AT3G17460	 DNA binding / protein binding / zinc ion binding [Arabidopsis thaliana] 
AT3G17611	 unknown protein [Arabidopsis thaliana] 
AT3G17790	 ATACP5; protein serine/threonine phosphatase [Arabidopsis thaliana] 
AT3G17830	 heat shock protein binding / unfolded protein binding [Arabidopsis thaliana] 
AT3G18290	 EMB2454; protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G18520	 histone deacetylase [Arabidopsis thaliana] 
AT3G18620	 metal ion binding [Arabidopsis thaliana] 
AT3G18773	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G18930	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G19140	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G19360	 nucleic acid binding / transcription factor [Arabidopsis thaliana] 
AT3G19450	 CAD4 (CINNAMYL ALCOHOL DEHYDROGENASE 4); cinnamyl-alcohol dehydrogenase [Arabidopsis thaliana] 
AT3G19510	 transcription factor [Arabidopsis thaliana] 
AT3G19580	 AZF2 (ARABIDOPSIS ZINC-FINGER PROTEIN 2); nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT3G19910	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G19950	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G19980	 ATFYPP3 (SERINE/THREONINE PROTEIN PHOSPHATASE); protein serine/threonine phosphatase [Arabidopsis thaliana] 
AT3G20010	 ATP binding / ATP-dependent helicase/ DNA binding / helicase/ nucleic acid binding / protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G20015	 pepsin A [Arabidopsis thaliana] 
AT3G20280	 DNA binding / protein binding / zinc ion binding [Arabidopsis thaliana] 
AT3G20500	 hydrolase/ protein serine/threonine phosphatase [Arabidopsis thaliana] 
AT3G20540	 3'-5' exonuclease/ DNA binding / DNA-directed DNA polymerase/ nucleic acid binding [Arabidopsis thaliana] 
AT3G20630	 UBP14 (UBIQUITIN-SPECIFIC PROTEASE 14); ubiquitin-specific protease [Arabidopsis thaliana] 
AT3G20870	 metal ion transporter [Arabidopsis thaliana] 
AT3G20880	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT3G21000	 unknown protein [Arabidopsis thaliana] 
AT3G21175	 ZML1 (ZIM-LIKE 1); transcription factor [Arabidopsis thaliana] 
AT3G21210	 protein binding / zinc ion binding [Arabidopsis thaliana] 
AT3G21270	 ADOF2; DNA binding / transcription factor [Arabidopsis thaliana] 
AT3G21810	 nucleic acid binding [Arabidopsis thaliana] 
AT3G21820	 unknown protein [Arabidopsis thaliana] 
AT3G21880	 transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT3G22170	 FHY3 [Arabidopsis thaliana] 
AT3G22180	 metal ion binding [Arabidopsis thaliana] 
AT3G22740	 HMT3; homocysteine S-methyltransferase [Arabidopsis thaliana] 
AT3G23060	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G23130	 SUP (SUPERMAN); DNA binding / nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT3G23140	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT3G23270	 Ran GTPase binding / chromatin binding / zinc ion binding [Arabidopsis thaliana] 
AT3G23280	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G23660	 protein binding / transporter [Arabidopsis thaliana] 
AT3G23780	 NRPD2a; DNA binding / DNA-directed RNA polymerase [Arabidopsis thaliana] 
AT3G24010	 DNA binding / protein binding / zinc ion binding [Arabidopsis thaliana] 
AT3G24050	 transcription factor [Arabidopsis thaliana] 
AT3G24070	 nucleic acid binding [Arabidopsis thaliana] 
AT3G24740	 unknown protein [Arabidopsis thaliana] 
AT3G24800	 PRT1 (PROTEOLYSIS 1); ubiquitin-protein ligase [Arabidopsis thaliana] 
AT3G25030	 calmodulin binding / protein binding / zinc ion binding [Arabidopsis thaliana] 
AT3G25740	 MAP1B (METHIONINE AMINOPEPTIDASE 1C); metalloexopeptidase/ methionyl aminopeptidase [Arabidopsis thaliana] 
AT3G25850	 unknown protein [Arabidopsis thaliana] 
AT3G25900	 ATHMT-1/HMT-1; homocysteine S-methyltransferase [Arabidopsis thaliana] 
AT3G25910	 unknown protein [Arabidopsis thaliana] 
AT3G25940	 DNA binding / transcription factor [Arabidopsis thaliana] 
AT3G26085	 prenyl-dependent CAAX protease [Arabidopsis thaliana] 
AT3G26240	 unknown protein [Arabidopsis thaliana] 
AT3G26250	 unknown protein [Arabidopsis thaliana] 
AT3G26420	 ARRZ-1A; RNA binding / nucleotide binding [Arabidopsis thaliana] 
AT3G26550	 protein binding / zinc ion binding [Arabidopsis thaliana] 
AT3G26720	 alpha-mannosidase [Arabidopsis thaliana] 
AT3G26730	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G26935	 metal ion binding [Arabidopsis thaliana] 
AT3G27110	 metalloendopeptidase [Arabidopsis thaliana] 
AT3G27330	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G27473	 protein binding / zinc ion binding [Arabidopsis thaliana] 
AT3G27480	 unknown protein [Arabidopsis thaliana] 
AT3G27490	 unknown protein [Arabidopsis thaliana] 
AT3G27500	 protein binding / zinc ion binding [Arabidopsis thaliana] 
AT3G27510	 unknown protein [Arabidopsis thaliana] 
AT3G27700	 RNA binding / nucleic acid binding [Arabidopsis thaliana] 
AT3G27710	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G27720	 unknown protein [Arabidopsis thaliana] 
AT3G28210	 PMZ [Arabidopsis thaliana] 
AT3G28620	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G28650	 protein binding / zinc ion binding [Arabidopsis thaliana] 
AT3G28917	 unknown protein [Arabidopsis thaliana] 
AT3G28920	 transcription factor [Arabidopsis thaliana] 
AT3G29270	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G29340	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT3G29380	 RNA polymerase II transcription factor/ transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT3G30460	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G31430	 unknown protein [Arabidopsis thaliana] 
AT3G31950	 unknown protein [Arabidopsis thaliana] 
AT3G42140	 unknown protein [Arabidopsis thaliana] 
AT3G42790	 DNA binding / protein binding / zinc ion binding [Arabidopsis thaliana] 
AT3G42830	 ubiquitin-protein ligase [Arabidopsis thaliana] 
AT3G42860	 nucleic acid binding [Arabidopsis thaliana] 
AT3G43180	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G43230	 zinc ion binding [Arabidopsis thaliana] 
AT3G43240	 DNA binding / protein binding / zinc ion binding [Arabidopsis thaliana] 
AT3G43430	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G43490	 nucleic acid binding [Arabidopsis thaliana] 
AT3G43590	 nucleic acid binding [Arabidopsis thaliana] 
AT3G43750	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G43890	 protein binding / zinc ion binding [Arabidopsis thaliana] 
AT3G43980	 structural constituent of ribosome [Arabidopsis thaliana] 
AT3G44010	 structural constituent of ribosome [Arabidopsis thaliana] 
AT3G44020	 unknown protein [Arabidopsis thaliana] 
AT3G44110	 ATJ3 [Arabidopsis thaliana] 
AT3G44340	 CEF; protein binding / transporter [Arabidopsis thaliana] 
AT3G44680	 HDA9; histone deacetylase [Arabidopsis thaliana] 
AT3G44750	 HD2A (HISTONE DEACETYLASE 2A); nucleic acid binding / zinc ion binding [Arabidopsis thaliana] 
AT3G45170	 transcription factor [Arabidopsis thaliana] 
AT3G45260	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT3G45470	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G45510	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G45530	 protein binding / zinc ion binding [Arabidopsis thaliana] 
AT3G45540	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G45555	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G45560	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G45570	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G45580	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G45610	 DNA binding / transcription factor [Arabidopsis thaliana] 
AT3G45630	 RNA binding / nucleic acid binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G45770	 oxidoreductase/ zinc ion binding [Arabidopsis thaliana] 
AT3G45840	 protein binding / zinc ion binding [Arabidopsis thaliana] 
AT3G45950	 unknown protein [Arabidopsis thaliana] 
AT3G46070	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT3G46080	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT3G46090	 nucleic acid binding / transcription factor/ zinc ion binding [Arabidopsis thaliana] 
AT3G46120	 hydrolase/ protein serine/threonine phosphatase [Arabidopsis thaliana] 
AT3G46560	 TIM9; protein translocase [Arabidopsis thaliana] 
AT3G46620	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G46800	 protein binding / zinc ion binding [Arabidopsis thaliana] 
AT3G46810	 protein binding / zinc ion binding [Arabidopsis thaliana] 
AT3G46820	 TOPP5; protein phosphatase type 1 [Arabidopsis thaliana] 
AT3G47060	 FTSH7; ATP-dependent peptidase/ ATPase/ metallopeptidase [Arabidopsis thaliana] 
AT3G47120	 RNA binding / nucleic acid binding [Arabidopsis thaliana] 
AT3G47160	 ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G47180	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G47390	 5-amino-6-(5-phosphoribosylamino)uracil reductase/ diaminohydroxyphosphoribosylaminopyrimidine deaminase/ hydrolase/ zinc ion binding [Arabidopsis thaliana] 
AT3G47490	 endonuclease/ nucleic acid binding [Arabidopsis thaliana] 
AT3G47500	 DNA binding / transcription factor [Arabidopsis thaliana] 
AT3G47550	 protein binding / ubiquitin-protein ligase/ zinc ion binding [Arabidopsis thaliana] 
AT3G47610	 unknown protein [Arabidopsis thaliana] 
AT3G47660	 Ran GTPase binding / chromatin binding / zinc ion binding [Arabidopsis thaliana] 
AT3G47740	" ATATH2; ATPase, coupled to transmembrane movement of substances [Arabidopsis thaliana] "
AT3G47760	" ATATH4; ATPase, coupled to transmembrane movement of substances [Arabidopsis thaliana] "
